Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 [125] core_class::save_core(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [79] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [75] std::vector<float, std::allocator<float> >::operator=(std::vector<float, std::allocator<float> > const&)
  [99] core_class::core_class(int, int, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, datapack_structure_defination&) [19] std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [80] void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&)
  [90] path_struct::~path_struct() [20] unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<unsigned long>::param_type const&) [36] void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&)
 [106] segment_class::add_f_data(std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> >&) [39] std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (simplex_solver_data_preparation_class::*)(), simplex_solver_data_preparation_class> > >::_M_run() [65] std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  [46] segment_class::checker_df(std::vector<neuron, std::allocator<neuron> >&) [116] void std::vector<chromosome, std::allocator<chromosome> >::_M_range_insert<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > > >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, std::forward_iterator_tag) [84] std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&)
  [24] segment_class::checker_nf(std::vector<neuron, std::allocator<neuron> >&) [112] void std::vector<chromosome, std::allocator<chromosome> >::_M_realloc_insert<chromosome const&>(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, chromosome const&) [86] void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)
 [110] segment_class::create_cores() [97] std::vector<chromosome, std::allocator<chromosome> >::_M_erase(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >) [76] void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag)
 [136] segment_class::save_segment() [93] void std::vector<path_struct, std::allocator<path_struct> >::_M_realloc_insert<path_struct const&>(__gnu_cxx::__normal_iterator<path_struct*, std::vector<path_struct, std::allocator<path_struct> > >, path_struct const&) [118] void std::__adjust_heap<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, chromosome, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, long, chromosome, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)>)
 [122] segment_class::print_message() [111] void std::vector<segment_class, std::allocator<segment_class> >::_M_realloc_insert<segment_class const&>(__gnu_cxx::__normal_iterator<segment_class*, std::vector<segment_class, std::allocator<segment_class> > >, segment_class const&) [117] void std::__insertion_sort<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)>)
   [7] segment_class::start_trainer() [121] void std::vector<shuffling_data, std::allocator<shuffling_data> >::_M_realloc_insert<shuffling_data const&>(__gnu_cxx::__normal_iterator<shuffling_data*, std::vector<shuffling_data, std::allocator<shuffling_data> > >, shuffling_data const&) [14] void std::__insertion_sort<__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, __gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, __gnu_cxx::__ops::_Iter_less_iter)
 [137] segment_class::set_critical_variable(chromosome*) [49] void std::vector<converted_data_pack, std::allocator<converted_data_pack> >::_M_range_insert<__gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > > >(__gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >, __gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >, __gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >, std::forward_iterator_tag) [73] void std::__introsort_loop<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)>)
  [70] segment_class::combine_output_neurons(std::vector<std::vector<neuron, std::allocator<neuron> >, std::allocator<std::vector<neuron, std::allocator<neuron> > > >) [44] void std::vector<converted_data_pack, std::allocator<converted_data_pack> >::_M_realloc_insert<converted_data_pack const&>(__gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >, converted_data_pack const&) [9] void std::__introsort_loop<__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, __gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, long, __gnu_cxx::__ops::_Iter_less_iter)
  [10] segment_class::testing_for_each_label() [94] std::vector<converted_data_pack, std::allocator<converted_data_pack> >::_M_erase(__gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >) [113] void std::__move_median_to_first<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)>)
  [21] segment_class::split_attributes_for_each_core() [78] std::vector<converted_data_pack, std::allocator<converted_data_pack> >::~vector() [96] void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(chromosome, chromosome)>)
 [105] segment_class::clear() [45] std::vector<converted_data_pack, std::allocator<converted_data_pack> >::operator=(std::vector<converted_data_pack, std::allocator<converted_data_pack> > const&) [95] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*)
   [8] segment_class::train() [92] void std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> >::_M_realloc_insert<nn_core_filtered_data const&>(__gnu_cxx::__normal_iterator<nn_core_filtered_data*, std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> > >, nn_core_filtered_data const&) [83] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  [11] segment_class::propagate(std::vector<float, std::allocator<float> >) [107] std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> >::operator=(std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> > const&) [120] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [100] segment_class::segment_class(segment_class const&) [26] void std::vector<simplex_solver_data_preparation_class, std::allocator<simplex_solver_data_preparation_class> >::_M_realloc_insert<simplex_solver_data_preparation_class const&>(__gnu_cxx::__normal_iterator<simplex_solver_data_preparation_class*, std::vector<simplex_solver_data_preparation_class, std::allocator<simplex_solver_data_preparation_class> > >, simplex_solver_data_preparation_class const&) [123] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
